loss,r2,loss_test,r2_test
88729624.0,0.8758640706228744,1698871.625,0.8931313625035526
66438652.0,0.9374657936465735,1212675.25,0.9237158775825025
74758368.0,0.901730094257631,1433160.875,0.909846072163647
59736972.0,0.9336331811932369,1125196.75,0.9292187575834907
62922256.0,0.914247669875465,1214656.0,0.9235912720408004
56463132.0,0.9465961356284576,1051804.875,0.9338355233759403
52813576.0,0.9450386223850202,995243.8125,0.9373935349336272
44779512.0,0.9513778749129327,884221.8125,0.9443774495814015
39836492.0,0.9550544540154315,801217.0625,0.9495989153661049
38809376.0,0.9801617750064032,775126.875,0.9512401349750671
29268882.0,0.9827240366450665,619730.375,0.9610154531227463
37850404.0,0.9687201915746126,781683.4375,0.9508276948372357
26238792.0,0.9887411963080538,546983.1875,0.9655916628814595
25263288.0,0.9815184291752097,533942.3125,0.966412010507511
