loss,r2,loss_test,r2_test
48171852.0,0.9548016278702819,1164456.5,0.9267490989393452
46273748.0,0.9413251922148498,1165499.875,0.9266834686055552
30395126.0,0.960885836265195,837336.875,0.9473267750701345
20201778.0,0.9782473929117389,675656.6875,0.9574973766163359
16654519.0,0.9827710989128148,548624.0,0.9654884493247881
16379158.0,0.9730209136504092,568683.9375,0.9642265660604409
16779734.0,0.9828896551650483,556946.8125,0.9649648929572234
12155465.0,0.9793950401245778,465468.40625,0.9707194049108829
18038834.0,0.9686154576541662,578848.75,0.9635871414223914
9647574.0,0.9870801375815439,423728.96875,0.9733450514240968
