loss,r2,loss_test,r2_test
3167161.5,0.9759824947882954,1419008.875,0.9107363191939887
3499572.25,0.9671257200558587,1388152.5,0.9126773615951276
1563282.0,0.9914615929917755,1143257.875,0.928082620159366
950904.8125,0.9933692090190201,870027.75,0.9452703399602363
938839.875,0.9914684668938768,893851.9375,0.9437716563647578
657228.3125,0.9963952750079623,730660.375,0.9540373294814912
584815.1875,0.9983260462974965,589619.8125,0.962909579285841
547088.0,0.9967106983544533,601737.0,0.9621473411732165
407035.65625,0.9979297476646547,558005.8125,0.9648982789177855
419001.46875,0.9974407156395135,547255.75,0.9655745202905702
281556.8125,0.9986496976308962,555748.5,0.9650402750429509
263955.40625,0.9982171265156288,569360.0,0.9641840354752869
248775.296875,0.9988413212758851,483777.59375,0.9695676549589339
236820.390625,0.9985034372625603,559459.0,0.964806868278609
276441.4375,0.9977762707689438,511665.59375,0.9678133417115273
205258.203125,0.999023306504164,423865.15625,0.9733364848747522
192626.640625,0.999050290786181,424689.28125,0.9732846410577585
183193.4375,0.9988018008552596,427893.1875,0.9730830980013399
180128.78125,0.9987800564668933,402727.6875,0.9746661502251086
