loss,r2,loss_test,r2_test
181177504.0,0.025501571618615992,15312537.0,0.036754854868380704
176797360.0,0.05541085280388969,14946047.0,0.059809159683110624
172242512.0,0.0851903459361798,14562945.0,0.08390846249652462
164015488.0,0.1217826782364474,13856838.0,0.12832651515621352
148804512.0,0.21639825161350645,12575896.0,0.2089049937515297
89824472.0,0.5753643456864825,7607522.0,0.5214438551744012
39597868.0,0.6427070085220876,3207096.5,0.7982555055999165
32344044.0,0.728887688279354,2651293.75,0.8332186300225126
23519304.0,0.8749940430516951,1992701.0,0.8746478405457072
18805106.0,0.9086726626462985,1640891.25,0.8967786635001537
16960534.0,0.9441830108396416,1494591.75,0.9059817281324253
15341169.0,0.9163623040864811,1428649.75,0.9101298433051427
14666150.0,0.9307537378182645,1345789.875,0.9153422093553925
14800093.0,0.9209284367857147,1383500.375,0.9129700073882386
