loss,r2,loss_test,r2_test
183114336.0,0.04398028849801883,15300949.0,0.03748376201224535
178693648.0,0.07021792300052776,14930499.0,0.0607872577911055
174559840.0,0.09509375423252109,14590253.0,0.08219062207842742
166839840.0,0.1421776619798265,13955347.0,0.122129809619271
154190144.0,0.21972755521343423,12901531.0,0.18842073532742143
113885472.0,0.4723936626550894,9415534.0,0.40770970740316725
67506208.0,0.8274131444976357,4462717.5,0.71926985538846
61498968.0,0.8620050061784301,3775451.5,0.7625027382203847
59139328.0,0.9020380683829137,2890237.5,0.8181877091212101
60517108.0,0.916674715031509,2468739.0,0.8447023515885934
63134092.0,0.9294064096494141,2092866.125,0.868346893937845
62220664.0,0.9330721643883777,1940596.125,0.8779255290632497
61565440.0,0.9326105586519456,1819699.625,0.8855306065714088
65976068.0,0.8982990017302591,2059890.125,0.8704212631558448
