loss,r2,loss_test,r2_test
116217944.0,0.9088663159921937,1520449.25,0.904355139503901
93478912.0,0.9366578861772639,1267102.125,0.9202921100327885
86903880.0,0.9543126321015463,1207907.125,0.9240158052809161
83590408.0,0.9518173877454089,1168365.0,0.926503232329742
83182248.0,0.9526487057057946,1151029.375,0.9275937452321876
81929768.0,0.9591033739700773,1137589.375,0.9284391912398868
79403800.0,0.95396879124482,1094573.375,0.931145147295907
74895176.0,0.9487626731914758,1032500.875,0.9350498602166126
69351264.0,0.9519802747706677,955930.375,0.9398665716386913
68994080.0,0.969385338073867,925943.1875,0.9417529408935903
58650028.0,0.9774822941172635,797575.25,0.9498280090422945
56685736.0,0.9763996541838881,782182.75,0.9507962788582341
57164424.0,0.9616613093253369,805977.5,0.9492994534806863
83612960.0,0.9320998950784626,1090317.75,0.9314128453864905
