loss,r2,loss_test,r2_test
52246632.0,0.9287382602062553,1216875.875,0.9234516288147916
47099284.0,0.9318544672811123,1113411.0,0.9299601522766844
26716898.0,0.9635824003803388,630517.75,0.9603368672048025
20355190.0,0.9682739043109849,536274.25,0.9662653203404209
17646094.0,0.9758653732039033,540756.5,0.9659833594817984
16808334.0,0.978702074688116,494102.0625,0.9689181847751834
20372396.0,0.9507022733022207,643600.875,0.9595138667395184
13938196.0,0.9828687394226047,442481.09375,0.9721654360258724
16602725.0,0.961474000781846,557414.0625,0.9649354985036123
16013809.0,0.9647985193499432,539579.8125,0.9660573821739551
11390761.0,0.976822400087443,445377.625,0.9719832261730532
11506158.0,0.9763258755523158,444333.3125,0.972048923663873
