loss,r2,loss_test,r2_test
278581344.0,0.5235439343656084,2851067.25,0.8206517507153654
188363568.0,0.5645725010418812,1913713.0,0.8796166270836066
129811136.0,0.6692663810578121,1337873.5,0.9158402016625888
122795760.0,0.6463270878940262,1244646.75,0.9217046831259186
139888816.0,0.6108916595566456,1409372.375,0.9113425098540312
125595920.0,0.631943147973485,1263750.75,0.9205029365835176
123426344.0,0.6426990252690341,1238673.125,0.9220804496144873
121771848.0,0.6436111043434074,1223465.25,0.9230371164610065
136968832.0,0.6150888929053663,1379441.0,0.9132253546850653
178360352.0,0.5778238372726094,1794939.5,0.8870881607996726
118274680.0,0.6400968322140138,1189395.5,0.9251803011307556
117294560.0,0.6491886532178537,1179795.125,0.9257842178193447
121986560.0,0.6436310539660861,1222141.0,0.9231204228012576
116356120.0,0.6356521918085307,1177632.125,0.9259202793238437
