loss,r2,loss_test,r2_test
87352328.0,0.8326235822764834,1243885.375,0.9217525779533366
95763040.0,0.791934855806399,1397629.75,0.9120811828353105
81092120.0,0.8431389721332192,1181976.625,0.925646985328046
83525168.0,0.815388330753513,1229053.625,0.9226855781108078
84755648.0,0.8018693326357081,1167685.375,0.9265459816777574
83310984.0,0.8234085091695315,1126681.875,0.9291253355261223
59400216.0,0.8951286655905494,856106.875,0.9461460358814188
59517688.0,0.7288061389995464,884153.9375,0.9443817233403944
44723776.0,0.8931100151722879,664293.375,0.9582121934423439
56124288.0,0.9155211948981125,685145.75,0.9569004592189511
57359840.0,0.8283039535995386,808790.875,0.9491224808827194
41911256.0,0.9197782892652452,572787.625,0.9639684201020923
