loss,r2,loss_test,r2_test
2613446.75,0.9818676473488119,1417850.875,0.910809166033899
2444909.5,0.9765719772410707,1315693.875,0.9172354112118122
2337823.75,0.982161211074085,1383395.75,0.9129765864173535
2186624.0,0.9858794563472104,1388115.0,0.9126797230784838
2042117.0,0.9792038075905707,1253293.75,0.9211607299063646
1866563.75,0.989496578792672,1314322.875,0.9173216630869122
1720490.875,0.9854702411329963,1210333.5,0.9238631729566091
1561209.875,0.9863391997541967,1130552.125,0.9288818823886751
1339129.875,0.9861212382407277,982699.4375,0.9381826524504489
1213681.75,0.9889189856864242,1086670.625,0.9316422709231298
1042099.9375,0.990482336128711,740256.6875,0.9534336678877442
844504.3125,0.993816118947156,651346.6875,0.9590266118046762
973574.25,0.9802916674917499,937511.5,0.9410252243958714
593345.0625,0.9956192792570534,632718.125,0.9601984558650195
