loss,r2,loss_test,r2_test
239062976.0,0.9401925204205396,1312794.0,0.917417829778645
269008096.0,0.9323206835212965,1720202.875,0.8917895166506825
212515152.0,0.9460488235997475,1217192.375,0.9234317179736029
204154208.0,0.9503906813541849,1275979.75,0.9197336539513383
186191728.0,0.9511474229528406,1191703.125,0.9250351356685498
170726848.0,0.963431888960693,1153025.75,0.9274681515277977
153133136.0,0.9574059265212723,1056357.125,0.9335491689854936
147442240.0,0.9505147645853081,1037583.9375,0.9347300975162811
142992960.0,0.9435586248994272,992960.375,0.9375371769214841
148672944.0,0.9396026768874643,1073977.125,0.932440768132894
129890672.0,0.9472042197704991,915121.625,0.9424336750090592
132385112.0,0.941172009536179,945088.1875,0.9405486110007207
112613368.0,0.9366302353617844,798866.4375,0.9497467811304712
115040864.0,0.9438868007162429,815508.0625,0.9486999333748901
93959096.0,0.926582399455395,681024.8125,0.9571596875832058
87597264.0,0.8915562093211734,642011.8125,0.9596138286487486
101106376.0,0.8752717515955096,758710.9375,0.9522727902877061
98588096.0,0.89778744763495,728288.75,0.9541865192797155
72879776.0,0.9350947539013742,539650.1875,0.966052950683688
