loss,r2,loss_test,r2_test
109427080.0,0.9151319713154429,1118528.875,0.9296382167573397
91298592.0,0.906059508371919,957664.0,0.9397575252888017
143248384.0,0.947575404716391,1335496.375,0.9159897228339932
54565000.0,0.9582920763990231,576409.0625,0.9637406129308206
47200384.0,0.9776890656445765,538641.6875,0.9661163914259722
44368788.0,0.9516309954942305,484289.25,0.969535467977855
41017040.0,0.9702451462842092,473744.125,0.9701988146913096
37409144.0,0.9740318932835377,477500.5625,0.969962514845204
40058856.0,0.9876148604182718,497194.90625,0.9687236284780172
37314232.0,0.9771557533592017,471376.4375,0.9703477579999261
37504748.0,0.9929979081219219,487767.03125,0.9693166974292214
46184860.0,0.9911810362952171,568248.5625,0.9642539510988885
53783176.0,0.980165395146159,620088.75,0.9609929057635733
38886580.0,0.9902963733975567,523327.03125,0.9670797716740754
