loss,r2,loss_test,r2_test
158988816.0,0.8879426410387996,1477831.375,0.9070360485018175
73924264.0,0.9545737308343981,770460.9375,0.9515336527117729
81765000.0,0.9391611615788923,816339.375,0.9486476348794388
51356872.0,0.9433452398031683,537137.4375,0.966211013989341
59954888.0,0.9604362764435596,621831.5625,0.9608832774684706
43730688.0,0.9602296059275759,494701.25,0.9688804959560628
37102088.0,0.9737557645435354,463176.8125,0.9708635618254644
57333172.0,0.9798635437993354,647394.6875,0.9592752135080524
50867788.0,0.97931947001115,577425.4375,0.9636766761188884
37561612.0,0.9889269405818899,456874.9375,0.9712599787917499
31924690.0,0.9845857089524227,433960.90625,0.972701404716481
56197360.0,0.9879572738771322,627570.5,0.9605222659302873
31593300.0,0.9893860319495397,419979.15625,0.9735809351840098
33262068.0,0.9901225280613869,492175.90625,0.9690393525621842
