loss,r2,loss_test,r2_test
107325264.0,0.0042371535835820096,15487893.0,0.02572389658501828
9582025.0,0.9733152445776487,1454888.875,0.9084792728126905
8967057.0,0.9692618633694683,1280303.375,0.9194616758083289
8542355.0,0.9771856686489171,1316884.5,0.9171605226459292
8317681.5,0.9791103989805212,1363296.0,0.9142409674057157
7352932.0,0.9706832122883717,1137879.5,0.9284209428010107
6424891.5,0.9675109811366026,1105683.75,0.9304462394951071
5161502.0,0.9720278343869782,1021703.0,0.9357290973696699
4189167.0,0.9689293566283426,909519.3125,0.9427860990815164
3578955.25,0.9659836859292763,804222.9375,0.9494098316523765
2781228.0,0.9795790626719703,734194.5625,0.9538150109135785
2335863.0,0.9795992725440335,651052.1875,0.9590451382001709
2181044.5,0.9783274055826147,678836.75,0.9572973291011443
2039730.125,0.9836705604842854,630841.1875,0.9603165233143758
1899444.5,0.9815825099834055,648942.5625,0.9591778475923676
