loss,r2,loss_test,r2_test
366944416.0,0.9258178821764329,701423.3125,0.9558765082133353
179125680.0,0.949784056100129,368670.15625,0.9768085605699435
168098752.0,0.966357882781661,349658.0,0.9780045346994584
164324656.0,0.9240702274565589,361030.75,0.9772891246143399
163462752.0,0.9645422909757818,349482.9375,0.9780155465345957
155001184.0,0.9576309412000981,340802.8125,0.9785615749922825
144011392.0,0.9534452614128888,339010.0625,0.9786743496069844
171042320.0,0.9179630113937979,379318.5625,0.9761387173627779
134571344.0,0.942752350249121,332323.59375,0.9790949650145025
155438944.0,0.9413513747971112,378139.75,0.9762128711801066
136569168.0,0.9428460472814356,352746.1875,0.9778102686618451
144592720.0,0.932702280749778,370934.78125,0.9766661058443918
136747776.0,0.9505685489326722,344080.375,0.9783554006426786
128048312.0,0.9530874293871927,347224.65625,0.978157605499047
141713280.0,0.9627023913626377,372114.3125,0.976591905836664
124177928.0,0.951222310157469,337712.0625,0.978756003536063
132179752.0,0.9538242365755153,349943.75,0.9779865598544416
122281248.0,0.9696224700374731,337919.5625,0.9787429491588246
122705336.0,0.9515096191534629,350644.8125,0.977942456917545
131685040.0,0.9381825204280261,382140.1875,0.9759612225088989
