loss,r2,loss_test,r2_test
250293920.0,0.7672034857686629,4114173.5,0.7411952075343241
173636336.0,0.8609237765386283,2340773.5,0.8527521220177825
162045072.0,0.878265813573393,1999465.75,0.8742222928094443
156715440.0,0.9066217751920962,1777495.375,0.8881854940138635
153416720.0,0.9147818252846112,1764567.125,0.8889987627367973
150493936.0,0.9227250743106256,1656474.0,0.8957984209486104
146865152.0,0.9196840835986693,1610959.5,0.8986615354410777
162976240.0,0.9045391590331208,1818581.875,0.8856009180611923
145641552.0,0.9165890163829026,1740425.125,0.8905174245041202
136929280.0,0.9288855677429985,1568883.0,0.9013083941891772
133163192.0,0.9324837268028757,1491263.125,0.9061911159113837
143491088.0,0.8899012916230998,1842670.5,0.8840855965762219
121953616.0,0.9317226943018289,1474539.75,0.9072431093015524
120143288.0,0.9361148047956765,1422990.5,0.910485854937054
113984072.0,0.9328716464540454,1442222.75,0.9092760367397863
112935352.0,0.930406789303213,1456620.75,0.9083703238571499
108299040.0,0.9307840366887756,1470870.875,0.9074739086973961
102468464.0,0.9394011850345786,1353441.875,0.9148608511686369
95052888.0,0.9453004130702694,1225051.125,0.9229373560147944
