runnumber,fraction_fit,localepochs,localbatchsize,clients,rounds,r2,traintime,distribution
915,1.0,60,16,30,5,0.9647132167758382,123.74328231811523,0
916,0.2,60,16,30,5,0.9698861374191916,59.42617893218994,1
918,1.0,60,16,30,5,0.9705558159228402,132.02966713905334,1
919,0.2,60,16,30,10,0.9729230482016937,70.00858402252197,0
921,1.0,60,16,30,10,0.9712963670360536,260.2205171585083,0
922,0.2,60,16,30,10,0.9737415611423136,93.28084897994995,1
924,1.0,60,16,30,10,0.9769702072157892,275.28600120544434,1
925,0.2,60,16,30,15,0.9767610359204322,101.46943306922913,0
927,1.0,60,16,30,15,0.9757414400890062,402.1753890514374,0
928,0.2,60,16,30,15,0.9774465255049294,131.82933688163757,1
930,1.0,60,16,30,15,0.97904912288562,423.01271986961365,1
931,0.2,60,16,30,20,0.9785141327008152,132.00493693351746,0
933,1.0,60,16,30,20,0.9775160803873084,535.3600070476532,0
934,0.2,60,16,30,20,0.9765422498908894,182.49036693572998,1
936,1.0,60,16,30,20,0.9797041335097638,577.531594991684,1
937,0.2,60,32,5,5,0.9755727342393762,71.39793992042542,0
939,1.0,60,32,5,5,0.9765849784170718,91.12062120437622,0
940,0.2,60,32,5,5,0.9748383520894774,92.54867005348206,1
942,1.0,60,32,5,5,0.9786899772175899,131.92929005622864,1
943,0.2,60,32,5,10,0.9795286519262644,136.82972383499146,0
945,1.0,60,32,5,10,0.9790885409343686,171.74099612236023,0
946,0.2,60,32,5,10,0.9738833090238068,175.01776218414307,1
948,1.0,60,32,5,10,0.9806091519341223,272.846107006073,1
949,0.2,60,32,5,15,0.9786337062484824,209.13410210609436,0
951,1.0,60,32,5,15,0.9804503252544247,265.041051864624,0
952,0.2,60,32,5,15,0.9803443925703439,324.8565537929535,1
954,1.0,60,32,5,15,0.9804232504847938,423.0313308238983,1
955,0.2,60,32,5,20,0.9796963846340484,229.33970832824707,0
957,1.0,60,32,5,20,0.9798621715016201,350.71790623664856,0
958,0.2,60,32,5,20,0.9804422464184457,375.6375300884247,1
960,1.0,60,32,5,20,0.9793656022513917,538.410248041153,1
961,0.2,60,32,25,5,0.9595029265006747,27.30363702774048,0
963,1.0,60,32,25,5,0.9578107430044753,71.67385673522949,0
964,0.2,60,32,25,5,0.9650221592335578,38.71070194244385,1
966,1.0,60,32,25,5,0.9677029336278037,73.72753810882568,1
967,0.2,60,32,25,10,0.9729099708333446,46.78937602043152,0
969,1.0,60,32,25,10,0.9741971575048708,146.37451004981995,0
970,0.2,60,32,25,10,0.9744262354191816,69.44606113433838,1
972,1.0,60,32,25,10,0.9738529299913476,152.10487389564514,1
973,0.2,60,32,25,15,0.9746431141090016,65.9041359424591,0
975,1.0,60,32,25,15,0.9757870052266988,217.4694299697876,0
976,0.2,60,32,25,15,0.9769245090215082,90.11003494262695,1
978,1.0,60,32,25,15,0.9787702325266977,220.5828959941864,1
979,0.2,60,32,25,20,0.9769194554131645,83.6359510421753,0
981,1.0,60,32,25,20,0.9767864113442635,294.81878566741943,0
982,0.2,60,32,25,20,0.9779310065229536,122.17837691307068,1
984,1.0,60,32,25,20,0.9795702433372464,302.98056387901306,1
985,0.2,60,32,30,5,0.9452731528831189,27.163257122039795,0
987,1.0,60,32,30,5,0.9492681017787329,70.72841191291809,0
988,0.2,60,32,30,5,0.9664931556139611,35.33276605606079,1
990,1.0,60,32,30,5,0.9588639507893842,74.52434396743774,1
991,0.2,60,32,30,10,0.9713472292960396,44.1103401184082,0
993,1.0,60,32,30,10,0.9689108671021218,144.9544448852539,0
994,0.2,60,32,30,10,0.9721024961616487,62.66212797164917,1
996,1.0,60,32,30,10,0.9735808612131751,156.67765307426453,1
997,0.2,60,32,30,15,0.9710079032004628,62.38019323348999,0
999,1.0,60,32,30,15,0.9739281404085245,224.09363198280334,0
1000,0.2,60,32,30,15,0.9750711682988994,84.41025686264038,1
1002,1.0,60,32,30,15,0.9780041923463808,239.9227249622345,1
1003,0.2,60,32,30,20,0.9750691199683514,79.28392887115479,0
1005,1.0,60,32,30,20,0.9763850487375026,293.70663809776306,0
1006,0.2,60,32,30,20,0.9786928396354911,110.01735401153564,1
1008,1.0,60,32,30,20,0.9795337338850684,317.3174068927765,1
1009,0.2,60,64,5,5,0.9756297164069948,46.05910897254944,0
1011,1.0,60,64,5,5,0.9769628673819057,53.66585898399353,0
1012,0.2,60,64,5,5,0.9790289083861842,58.22574186325073,1
1014,1.0,60,64,5,5,0.9796652004580384,70.00218105316162,1
1015,0.2,60,64,5,10,0.9796571388458423,84.88751697540283,0
1017,1.0,60,64,5,10,0.9792657264999257,100.48433303833008,0
1018,0.2,60,64,5,10,0.9800276301251633,110.38101506233215,1
1020,1.0,60,64,5,10,0.98029531501238,162.6198251247406,1
1021,0.2,60,64,5,15,0.9789625090083558,126.48512721061707,0
1023,1.0,60,64,5,15,0.9805870634586105,156.8165020942688,0
1024,0.2,60,64,5,15,0.979722196286749,163.97985410690308,1
1026,1.0,60,64,5,15,0.9806196922361944,256.26754117012024,1
1027,0.2,60,64,5,20,0.9787790692437647,164.08759379386902,0
1029,1.0,60,64,5,20,0.9801943196814977,224.47923302650452,0
1030,0.2,60,64,5,20,0.9789164553637902,206.65022206306458,1
1032,1.0,60,64,5,20,0.9800360227602154,327.6516749858856,1
1033,0.2,60,64,25,5,0.9376205743572457,21.312472820281982,0
1035,1.0,60,64,25,5,0.9326107385202019,44.47279691696167,0
1036,0.2,60,64,25,5,0.9581316090536433,26.46786093711853,1
1038,1.0,60,64,25,5,0.9544100338185029,46.24353003501892,1
1039,0.2,60,64,25,10,0.9634609216853935,32.635164737701416,0
1041,1.0,60,64,25,10,0.9648761731726669,84.40804719924927,0
1042,0.2,60,64,25,10,0.9740812214254008,45.42765212059021,1
1044,1.0,60,64,25,10,0.9733534170048022,89.23668599128723,1
1045,0.2,60,64,25,15,0.9730636743803514,44.150063037872314,0
1047,1.0,60,64,25,15,0.9745162950207117,125.80846118927002,0
1048,0.2,60,64,25,15,0.9756332580611582,64.07968306541443,1
1050,1.0,60,64,25,15,0.9766008760114843,129.66578602790833,1
1051,0.2,60,64,25,20,0.9758666835429203,55.459160804748535,0
1053,1.0,60,64,25,20,0.9748551589909284,167.3962368965149,0
1054,0.2,60,64,25,20,0.9780583848224474,78.95685982704163,1
1056,1.0,60,64,25,20,0.9796271109725956,175.44753980636597,1
1057,0.2,60,64,30,5,0.9303040096972144,20.9996919631958,0
1059,1.0,60,64,30,5,0.9317373191201815,48.039340019226074,0
1060,0.2,60,64,30,5,0.9485247551115422,25.47792625427246,1
1062,1.0,60,64,30,5,0.9452685563585479,48.88316893577576,1
1063,0.2,60,64,30,10,0.9576020229140827,32.445552825927734,0
1065,1.0,60,64,30,10,0.9596528558641998,87.34594702720642,0
1066,0.2,60,64,30,10,0.9717683525098187,41.10321307182312,1
1068,1.0,60,64,30,10,0.9751587206099707,95.52160000801086,1
1069,0.2,60,64,30,15,0.9705581038305502,43.17552375793457,0
1071,1.0,60,64,30,15,0.9715491743864456,128.51475715637207,0
1072,0.2,60,64,30,15,0.9730156240692961,56.287084102630615,1
1074,1.0,60,64,30,15,0.9761506404567283,142.6760959625244,1
1075,0.2,60,64,30,20,0.9752561694519545,54.65031409263611,0
1077,1.0,60,64,30,20,0.9754590446005513,172.50822615623474,0
1078,0.2,60,64,30,20,0.976531917679225,70.76520490646362,1
1080,1.0,60,64,30,20,0.9793231623548807,185.04816603660583,1
1081,0.2,60,128,5,5,0.9733783154941594,30.398821115493774,0
1083,1.0,60,128,5,5,0.974204587155213,39.10419487953186,0
1084,0.2,60,128,5,5,0.9724332615182542,47.41098427772522,1
1086,1.0,60,128,5,5,0.9776467154261953,46.9962420463562,1
1087,0.2,60,128,5,10,0.9795223201534862,52.32610630989075,0
1089,1.0,60,128,5,10,0.9800469733857718,73.43292498588562,0
1090,0.2,60,128,5,10,0.9780659844140399,89.3682291507721,1
1092,1.0,60,128,5,10,0.9806330364667885,106.9780580997467,1
1093,0.2,60,128,5,15,0.9785326215935177,81.62063527107239,0
1095,1.0,60,128,5,15,0.9794688398054407,105.42474174499512,0
1096,0.2,60,128,5,15,0.9779706458372958,124.04079699516296,1
1098,1.0,60,128,5,15,0.9798029649843837,158.68534398078918,1
1099,0.2,60,128,5,20,0.9789925138906979,98.092698097229,0
1101,1.0,60,128,5,20,0.9802636596166494,140.7094371318817,0
1102,0.2,60,128,5,20,0.9788453664210233,151.10719299316406,1
1104,1.0,60,128,5,20,0.9799758819497666,188.78026485443115,1
1105,0.2,60,128,25,5,0.9230277498785737,17.966138124465942,0
1107,1.0,60,128,25,5,0.9281605883834304,35.27495193481445,0
1108,0.2,60,128,25,5,0.9292588080703826,20.09817099571228,1
1110,1.0,60,128,25,5,0.9377574780613912,35.88012218475342,1
1111,0.2,60,128,25,10,0.9403450218807964,26.760989904403687,0
1113,1.0,60,128,25,10,0.9426329992247846,63.51017904281616,0
1114,0.2,60,128,25,10,0.964416550524784,34.02701997756958,1
1116,1.0,60,128,25,10,0.9669172067727265,64.9467658996582,1
1117,0.2,60,128,25,15,0.9692773284038622,35.687978982925415,0
1119,1.0,60,128,25,15,0.9676981037260631,92.8658800125122,0
1120,0.2,60,128,25,15,0.9719305429617097,45.2985520362854,1
1122,1.0,60,128,25,15,0.9751146362864518,97.22406005859375,1
1123,0.2,60,128,25,20,0.9727116416616949,44.60674810409546,0
1125,1.0,60,128,25,20,0.970442081744334,122.46852993965149,0
1126,0.2,60,128,25,20,0.9724533873513921,55.60102415084839,1
1128,1.0,60,128,25,20,0.9766072963145555,127.92398190498352,1
1129,0.2,60,128,30,5,0.9283135990535555,18.427096128463745,0
1131,1.0,60,128,30,5,0.9276011452633697,37.024982929229736,0
1132,0.2,60,128,30,5,0.9319439662156183,22.06925892829895,1
1134,1.0,60,128,30,5,0.9313330211778884,38.68005084991455,1
1135,0.2,60,128,30,10,0.9365758947158113,27.39903688430786,0
1137,1.0,60,128,30,10,0.9384957936582348,67.27499079704285,0
1138,0.2,60,128,30,10,0.9580961234074534,32.2341570854187,1
1140,1.0,60,128,30,10,0.96687773544719,70.96558785438538,1
1141,0.2,60,128,30,15,0.9561277546808216,35.591981172561646,0
1143,1.0,60,128,30,15,0.9588053367389756,97.99866390228271,0
1144,0.2,60,128,30,15,0.9721370087049117,44.22190499305725,1
1146,1.0,60,128,30,15,0.9750818521627245,102.2081208229065,1
1147,0.2,60,128,30,20,0.9706041520254414,43.98994779586792,0
1149,1.0,60,128,30,20,0.967915959883106,128.41136693954468,0
1150,0.2,60,128,30,20,0.9749039922953591,56.231828927993774,1
1152,1.0,60,128,30,20,0.9745741130796692,138.31089091300964,1
695,0.5,30,32,25,20,0.9770638982126104,88.99382901191711,1
698,0.5,30,32,30,5,0.9249894635236623,28.748109102249146,0
701,0.5,30,32,30,5,0.9369090084598102,28.65305805206299,1
704,0.5,30,32,30,10,0.9521040928314781,51.78460383415222,0
707,0.5,30,32,30,10,0.9684180354742064,49.95643591880798,1
710,0.5,30,32,30,15,0.9685288694484065,73.97133088111877,0
713,0.5,30,32,30,15,0.9717183276439619,71.52861905097961,1
716,0.5,30,32,30,20,0.9730693932512656,96.43418431282043,0
719,0.5,30,32,30,20,0.9754868712447116,90.90439772605896,1
722,0.5,30,64,5,5,0.9679928830218029,26.030959844589233,0
725,0.5,30,64,5,5,0.972745779117272,34.42168688774109,1
728,0.5,30,64,5,10,0.9754093783992771,47.0670280456543,0
731,0.5,30,64,5,10,0.9783580137401966,58.468679904937744,1
734,0.5,30,64,5,15,0.9780174946773176,70.47937202453613,0
737,0.5,30,64,5,15,0.9771821874602686,81.67965602874756,1
740,0.5,30,64,5,20,0.9793403428721056,79.30203080177307,0
743,0.5,30,64,5,20,0.9803539834825172,137.82350182533264,1
746,0.5,30,64,25,5,0.9261205957207636,19.9221351146698,0
749,0.5,30,64,25,5,0.9348304692018548,21.476686239242554,1
752,0.5,30,64,25,10,0.9382096529254178,31.51374316215515,0
755,0.5,30,64,25,10,0.958984872115193,33.616835832595825,1
758,0.5,30,64,25,15,0.9626913399993917,44.04028296470642,0
761,0.5,30,64,25,15,0.9699278241331055,47.48907399177551,1
764,0.5,30,64,25,20,0.9664919171264447,56.88606309890747,0
767,0.5,30,64,25,20,0.9746691492982911,62.11329698562622,1
770,0.5,30,64,30,5,0.9261523142149717,22.357529163360596,0
773,0.5,30,64,30,5,0.9316621550966138,22.725393772125244,1
776,0.5,30,64,30,10,0.933973265121771,36.11084723472595,0
779,0.5,30,64,30,10,0.9516616090399457,34.82010102272034,1
782,0.5,30,64,30,15,0.9528498232865418,50.05495882034302,0
785,0.5,30,64,30,15,0.9669000442813842,47.637014865875244,1
788,0.5,30,64,30,20,0.9675136960557792,64.8129632472992,0
791,0.5,30,64,30,20,0.9725441589056683,61.396482944488525,1
794,0.5,30,128,5,5,0.9481142847708967,19.02072286605835,0
797,0.5,30,128,5,5,0.9711501357242948,31.95912218093872,1
800,0.5,30,128,5,10,0.9734831623032664,33.42794895172119,0
803,0.5,30,128,5,10,0.9759541605459372,48.10748600959778,1
806,0.5,30,128,5,15,0.9785682627210359,48.004846811294556,0
809,0.5,30,128,5,15,0.9737222264467716,69.93005704879761,1
812,0.5,30,128,5,20,0.9766107098156547,60.77259373664856,0
815,0.5,30,128,5,20,0.9789604361008919,89.88060808181763,1
818,0.5,30,128,25,5,0.9229768158425535,17.723196029663086,0
821,0.5,30,128,25,5,0.9270597289994817,18.34163999557495,1
824,0.5,30,128,25,10,0.9342557060932887,27.538511991500854,0
827,0.5,30,128,25,10,0.9342131168766112,27.52508282661438,1
830,0.5,30,128,25,15,0.9355670158611584,38.36809492111206,0
833,0.5,30,128,25,15,0.9538238342050394,39.80882716178894,1
836,0.5,30,128,25,20,0.9504263142541174,45.292747020721436,0
839,0.5,30,128,25,20,0.9665658723076864,46.78192710876465,1
842,0.5,30,128,30,5,0.9230499663647151,20.083143949508667,0
845,0.5,30,128,30,5,0.9269863939589886,20.272446155548096,1
848,0.5,30,128,30,10,0.9269671055912211,30.483184099197388,0
851,0.5,30,128,30,10,0.9348354231121994,31.93736696243286,1
854,0.5,30,128,30,15,0.9332526717148023,41.66490912437439,0
857,0.5,30,128,30,15,0.9405348543412732,40.089707136154175,1
860,0.5,30,128,30,20,0.9378241857916754,52.582462787628174,0
863,0.5,30,128,30,20,0.9670753795286104,50.79934883117676,1
866,0.5,60,16,5,5,0.9789624770459251,138.23008799552917,0
869,0.5,60,16,5,5,0.9786032681943199,250.8413450717926,1
872,0.5,60,16,5,10,0.9791802575562779,277.4748249053955,0
875,0.5,60,16,5,10,0.9793601631367792,418.22668290138245,1
878,0.5,60,16,5,15,0.9802072532488809,390.4157500267029,0
881,0.5,60,16,5,15,0.9795188716465212,553.2562720775604,1
884,0.5,60,16,5,20,0.9790632076430683,499.11140418052673,0
887,0.5,60,16,5,20,0.9802761651104867,765.7385470867157,1
890,0.5,60,16,25,5,0.9661160363618843,66.24272418022156,0
893,0.5,60,16,25,5,0.9623170966459933,71.15348100662231,1
896,0.5,60,16,25,10,0.9747750612213288,134.27768206596375,0
899,0.5,60,16,25,10,0.978822620808147,144.34515118598938,1
902,0.5,60,16,25,15,0.9758926430429514,196.52047061920166,0
905,0.5,60,16,25,15,0.9786977152731497,213.02020716667175,1
908,0.5,60,16,25,20,0.9782777698814515,265.26109409332275,0
911,0.5,60,16,25,20,0.9791795953004854,277.35357093811035,1
914,0.5,60,16,30,5,0.9662346933511559,75.0230770111084,0
917,0.5,60,16,30,5,0.9642904559649499,69.26314783096313,1
920,0.5,60,16,30,10,0.9735975552284203,146.36470079421997,0
923,0.5,60,16,30,10,0.97787279855695,138.712229013443,1
926,0.5,60,16,30,15,0.9753305386646727,219.7171630859375,0
929,0.5,60,16,30,15,0.9788913353221411,212.34690403938293,1
932,0.5,60,16,30,20,0.9757465780214156,293.7462420463562,0
935,0.5,60,16,30,20,0.9766113184047003,270.1388669013977,1
938,0.5,60,32,5,5,0.9762085788863031,79.10988020896912,0
941,0.5,60,32,5,5,0.9782038159532391,98.55823731422424,1
944,0.5,60,32,5,10,0.9792349795342268,134.4771740436554,0
947,0.5,60,32,5,10,0.9778009796201665,226.94158720970154,1
950,0.5,60,32,5,15,0.9796003691900668,204.58702206611633,0
953,0.5,60,32,5,15,0.9794197383741015,284.934210062027,1
962,0.5,60,32,25,5,0.9505807687181669,40.670872926712036,0
965,0.5,60,32,25,5,0.9606090927677804,46.84918403625488,1
968,0.5,60,32,25,10,0.9727497083913853,78.46198511123657,0
971,0.5,60,32,25,10,0.9756273658210344,80.64774298667908,1
974,0.5,60,32,25,15,0.9765663227851196,112.52389717102051,0
977,0.5,60,32,25,15,0.978853143421537,118.54157996177673,1
980,0.5,60,32,25,20,0.9783466438326638,146.4955108165741,0
983,0.5,60,32,25,20,0.9796760211699278,163.42861485481262,1
986,0.5,60,32,30,5,0.9460556674979874,45.015674114227295,0
989,0.5,60,32,30,5,0.9585129616993545,41.89314103126526,1
992,0.5,60,32,30,10,0.9739148208007438,86.2224600315094,0
995,0.5,60,32,30,10,0.973049665167124,80.28452491760254,1
998,0.5,60,32,30,15,0.9759766710614906,128.08632683753967,0
1001,0.5,60,32,30,15,0.9764514239216393,126.86222624778748,1
1004,0.5,60,32,30,20,0.9773577981894015,166.67628812789917,0
1007,0.5,60,32,30,20,0.9790677607602344,151.62920713424683,1
1010,0.5,60,64,5,5,0.9761282361740238,45.688451290130615,0
1013,0.5,60,64,5,5,0.9789318056742176,83.00247812271118,1
1016,0.5,60,64,5,10,0.9781049518713512,82.08017420768738,0
1019,0.5,60,64,5,10,0.9793537570023075,117.1813850402832,1
1022,0.5,60,64,5,15,0.9784043417077021,126.77713203430176,0
1025,0.5,60,64,5,15,0.9797657381099347,180.25692796707153,1
1028,0.5,60,64,5,20,0.9795014852521142,171.77837204933167,0
1031,0.5,60,64,5,20,0.9801459690870071,243.24996376037598,1
1034,0.5,60,64,25,5,0.9320330108318735,27.860776901245117,0
1037,0.5,60,64,25,5,0.9651405269273604,30.58780312538147,1
1040,0.5,60,64,25,10,0.9671379817224991,48.74367618560791,0
1043,0.5,60,64,25,10,0.9726737289948216,53.30160117149353,1
1046,0.5,60,64,25,15,0.9715403808822607,69.53597688674927,0
1049,0.5,60,64,25,15,0.977106531380525,71.57260799407959,1
1052,0.5,60,64,25,20,0.9760108209092657,91.62286591529846,0
1055,0.5,60,64,25,20,0.9785918586795777,99.55353093147278,1
1058,0.5,60,64,30,5,0.9300271265441805,30.968159914016724,0
1061,0.5,60,64,30,5,0.9449523430078808,31.460114240646362,1
1064,0.5,60,64,30,10,0.9513489093957985,55.450077056884766,0
1067,0.5,60,64,30,10,0.9693151960646195,55.921416997909546,1
1070,0.5,60,64,30,15,0.9724422051856646,78.30679512023926,0
1073,0.5,60,64,30,15,0.9744269221089367,75.39738321304321,1
1076,0.5,60,64,30,20,0.97516006693906,104.66376399993896,0
1079,0.5,60,64,30,20,0.9786918816497554,96.26272201538086,1
1082,0.5,60,128,5,5,0.9722473495148671,33.20913505554199,0
1085,0.5,60,128,5,5,0.9744716597587546,57.656033754348755,1
1088,0.5,60,128,5,10,0.9789105030479274,57.5593159198761,0
1091,0.5,60,128,5,10,0.9786776250508922,73.9566581249237,1
1094,0.5,60,128,5,15,0.9801938357450399,77.62611198425293,0
1097,0.5,60,128,5,15,0.9795915338029493,127.43546485900879,1
1100,0.5,60,128,5,20,0.9798080456092113,100.44985508918762,0
1103,0.5,60,128,5,20,0.9806406107021755,165.2792477607727,1
1106,0.5,60,128,25,5,0.9285461911011366,24.903589963912964,0
1109,0.5,60,128,25,5,0.9363642010049322,25.53416919708252,1
1112,0.5,60,128,25,10,0.9486145776061448,39.19344902038574,0
1115,0.5,60,128,25,10,0.9631614985762332,36.38001370429993,1
1118,0.5,60,128,25,15,0.9699480105477043,55.223426818847656,0
1121,0.5,60,128,25,15,0.9743195406326989,60.223410844802856,1
1124,0.5,60,128,25,20,0.9700554123883252,70.20047092437744,0
1127,0.5,60,128,25,20,0.9765401832588707,74.89447402954102,1
1130,0.5,60,128,30,5,0.9270954371861807,26.354904890060425,0
1133,0.5,60,128,30,5,0.9297253879783391,25.808830976486206,1
1136,0.5,60,128,30,10,0.9357729189295084,43.97588491439819,0
1139,0.5,60,128,30,10,0.9465511266331084,42.52860999107361,1
1142,0.5,60,128,30,15,0.960717103178086,62.87008476257324,0
1145,0.5,60,128,30,15,0.9701772744063886,65.17015099525452,1
1148,0.5,60,128,30,20,0.9712435431304489,84.22769212722778,0
1151,0.5,60,128,30,20,0.975907076461212,84.60024309158325,1
