runnumber,fraction_fit,localepochs,localbatchsize,clients,rounds,r2,traintime,distribution
417,1.0,15,32,30,10,0.928822942780644,49.56619191169739,0
418,0.2,15,32,30,10,0.9473467503151103,27.148109197616577,1
419,0.5,15,32,30,10,0.944219894494706,33.18471384048462,1
420,1.0,15,32,30,10,0.9375302089743052,51.949958086013794,1
421,0.2,15,32,30,15,0.9383782243853994,28.865752935409546,0
422,0.5,15,32,30,15,0.9373415833589283,46.95969796180725,0
423,1.0,15,32,30,15,0.9386076442323626,71.61412715911865,0
424,0.2,15,32,30,15,0.9624862867390944,35.38698410987854,1
425,0.5,15,32,30,15,0.9646059059920699,45.07415294647217,1
426,1.0,15,32,30,15,0.9660428772623609,77.15647912025452,1
427,0.2,15,32,30,20,0.9522433922920048,35.16809415817261,0
428,0.5,15,32,30,20,0.9579472838230345,59.7167911529541,0
429,1.0,15,32,30,20,0.9582220343308113,93.484050989151,0
430,0.2,15,32,30,20,0.9679053178140005,42.9112811088562,1
431,0.5,15,32,30,20,0.967487656689831,57.14067888259888,1
432,1.0,15,32,30,20,0.9672220773670605,99.71858191490173,1
433,0.2,15,64,5,5,0.9387556653848159,17.17740297317505,0
434,0.5,15,64,5,5,0.9369099536989433,16.23913812637329,0
435,1.0,15,64,5,5,0.9423800955696962,18.42937707901001,0
436,0.2,15,64,5,5,0.9497037134957422,19.551345109939575,1
437,0.5,15,64,5,5,0.9595134171535488,25.342154026031494,1
438,1.0,15,64,5,5,0.9629558367835634,26.906126022338867,1
439,0.2,15,64,5,10,0.9673192649137251,26.73481321334839,0
440,0.5,15,64,5,10,0.9721745717513168,28.003727197647095,0
441,1.0,15,64,5,10,0.9713678197226345,32.702629804611206,0
442,0.2,15,64,5,10,0.9721736657371248,38.92630910873413,1
443,0.5,15,64,5,10,0.9738459414475853,34.759377002716064,1
444,1.0,15,64,5,10,0.9756339442722284,45.21613883972168,1
445,0.2,15,64,5,15,0.9698830019469092,38.10137224197388,0
446,0.5,15,64,5,15,0.9712811386636074,36.178890228271484,0
447,1.0,15,64,5,15,0.9753993723574029,45.187700271606445,0
448,0.2,15,64,5,15,0.9772872872496351,57.00196981430054,1
449,0.5,15,64,5,15,0.9782108176236907,52.049235105514526,1
450,1.0,15,64,5,15,0.978226491332765,69.7654058933258,1
451,0.2,15,64,5,20,0.9727664203633961,51.624098777770996,0
452,0.5,15,64,5,20,0.9783963662245808,44.254422664642334,0
453,1.0,15,64,5,20,0.9782888655328322,58.554893255233765,0
454,0.2,15,64,5,20,0.9756086580998421,51.82785391807556,1
455,0.5,15,64,5,20,0.9778446581034437,56.20598602294922,1
456,1.0,15,64,5,20,0.9800438148334074,80.0763030052185,1
457,0.2,15,64,25,5,0.9199753575474096,13.648966312408447,0
458,0.5,15,64,25,5,0.9229114248069697,15.826977014541626,0
459,1.0,15,64,25,5,0.9229658337590914,20.42402696609497,0
460,0.2,15,64,25,5,0.9249348566897981,14.717750072479248,1
461,0.5,15,64,25,5,0.9262511289836355,16.980247735977173,1
462,1.0,15,64,25,5,0.9270599350669373,21.326096057891846,1
463,0.2,15,64,25,10,0.9258333054714335,18.151970624923706,0
464,0.5,15,64,25,10,0.9279957068723982,23.556076049804688,0
465,1.0,15,64,25,10,0.9288773417173876,34.569560050964355,0
466,0.2,15,64,25,10,0.926970718001732,21.219003915786743,1
467,0.5,15,64,25,10,0.9306065476826283,24.927878856658936,1
468,1.0,15,64,25,10,0.9365875557523369,35.348349809646606,1
469,0.2,15,64,25,15,0.9308340392337158,22.74832510948181,0
470,0.5,15,64,25,15,0.9315144324096422,31.102384090423584,0
471,1.0,15,64,25,15,0.9346792389314216,46.947023153305054,0
472,0.2,15,64,25,15,0.945675250249102,27.43419122695923,1
473,0.5,15,64,25,15,0.9483779226399974,32.24972081184387,1
474,1.0,15,64,25,15,0.9464691125939266,48.43108820915222,1
475,0.2,15,64,25,20,0.9407379613606639,27.396329879760742,0
476,0.5,15,64,25,20,0.939029637051185,38.50288915634155,0
477,1.0,15,64,25,20,0.9344727276515037,59.97810482978821,0
478,0.2,15,64,25,20,0.9624097023305214,32.74657106399536,1
479,0.5,15,64,25,20,0.9670245637322509,40.73271608352661,1
480,1.0,15,64,25,20,0.9619666252407559,61.949721813201904,1
481,0.2,15,64,30,5,0.92156763827458,14.796581029891968,0
482,0.5,15,64,30,5,0.9220103875739805,17.956258058547974,0
483,1.0,15,64,30,5,0.9223178749742097,22.275893926620483,0
484,0.2,15,64,30,5,0.9226956314295823,16.234113931655884,1
485,0.5,15,64,30,5,0.9257841599556541,17.09740400314331,1
486,1.0,15,64,30,5,0.9259898989616439,22.82183289527893,1
487,0.2,15,64,30,10,0.9250508952261397,19.30050301551819,0
488,0.5,15,64,30,10,0.9248823372924492,25.92563796043396,0
489,1.0,15,64,30,10,0.9271049632960062,36.03853797912598,0
490,0.2,15,64,30,10,0.9314261740104617,21.687129974365234,1
491,0.5,15,64,30,10,0.9305655432186649,25.593125104904175,1
492,1.0,15,64,30,10,0.9323551308955313,37.66291689872742,1
493,0.2,15,64,30,15,0.9313879242553414,23.956101179122925,0
494,0.5,15,64,30,15,0.9291913586976622,34.42179584503174,0
495,1.0,15,64,30,15,0.931438483403422,49.42533802986145,0
496,0.2,15,64,30,15,0.9414441577560528,26.617624044418335,1
497,0.5,15,64,30,15,0.9369883736204443,33.30525302886963,1
498,1.0,15,64,30,15,0.9386493786911915,51.268290758132935,1
499,0.2,15,64,30,20,0.9365392578338586,28.504109144210815,0
500,0.5,15,64,30,20,0.9337291508879167,42.90958118438721,0
501,1.0,15,64,30,20,0.9312550690913703,64.25086879730225,0
502,0.2,15,64,30,20,0.9559194287432263,32.816452741622925,1
503,0.5,15,64,30,20,0.9608108183382202,41.56072497367859,1
504,1.0,15,64,30,20,0.9635234889203651,68.04860496520996,1
505,0.2,15,128,5,5,0.9263731133614681,13.555441856384277,0
506,0.5,15,128,5,5,0.9286209162199303,13.575752019882202,0
507,1.0,15,128,5,5,0.935215312746051,14.206345796585083,0
508,0.2,15,128,5,5,0.9450798324147115,18.040961980819702,1
509,0.5,15,128,5,5,0.9386389404248457,16.362319231033325,1
510,1.0,15,128,5,5,0.9394652959568249,16.931864023208618,1
511,0.2,15,128,5,10,0.962355267745406,19.637383937835693,0
512,0.5,15,128,5,10,0.9588453813735741,21.19377589225769,0
513,1.0,15,128,5,10,0.949061573426146,24.54137134552002,0
514,0.2,15,128,5,10,0.9649783120751716,27.51123881340027,1
515,0.5,15,128,5,10,0.9693265626057909,29.288777112960815,1
516,1.0,15,128,5,10,0.9681125838062681,34.36110186576843,1
517,0.2,15,128,5,15,0.9676209012276361,27.661924123764038,0
518,0.5,15,128,5,15,0.970044334445369,28.818186044692993,0
519,1.0,15,128,5,15,0.970829326273305,34.36287188529968,0
520,0.2,15,128,5,15,0.972629306741078,35.4512140750885,1
521,0.5,15,128,5,15,0.9696084538173747,33.05696105957031,1
522,1.0,15,128,5,15,0.9766147678890476,49.10953617095947,1
523,0.2,15,128,5,20,0.9720939851027367,37.35438275337219,0
524,0.5,15,128,5,20,0.9740067968115698,36.223690032958984,0
525,1.0,15,128,5,20,0.9735909992301907,44.56955122947693,0
526,0.2,15,128,5,20,0.9756107296891697,48.40607690811157,1
527,0.5,15,128,5,20,0.9779363022091879,43.996201038360596,1
528,1.0,15,128,5,20,0.9780081859852275,60.68513584136963,1
529,0.2,15,128,25,5,0.9189031132536261,12.912266969680786,0
530,0.5,15,128,25,5,0.9198382208406536,14.823956966400146,0
531,1.0,15,128,25,5,0.9209723823665061,18.45538592338562,0
532,0.2,15,128,25,5,0.9228966487551428,13.724748849868774,1
533,0.5,15,128,25,5,0.92278386007003,15.271043062210083,1
534,1.0,15,128,25,5,0.9230695214778575,18.932931900024414,1
535,0.2,15,128,25,10,0.9242561429781028,16.73029088973999,0
536,0.5,15,128,25,10,0.9256510941026959,20.48588490486145,0
537,1.0,15,128,25,10,0.9250648703424491,28.97435998916626,0
538,0.2,15,128,25,10,0.9281641743071973,17.79339575767517,1
539,0.5,15,128,25,10,0.9309971630065733,21.639158964157104,1
540,1.0,15,128,25,10,0.9275254964731456,29.004538774490356,1
541,0.2,15,128,25,15,0.9263623039346027,20.630078077316284,0
542,0.5,15,128,25,15,0.9272078679108126,27.10291600227356,0
543,1.0,15,128,25,15,0.9282621393915648,38.72192311286926,0
544,0.2,15,128,25,15,0.9310999652139548,22.794342041015625,1
545,0.5,15,128,25,15,0.9364470463996877,27.81612992286682,1
546,1.0,15,128,25,15,0.9358529141252838,39.807875871658325,1
547,0.2,15,128,25,20,0.9309814185251646,24.181469917297363,0
548,0.5,15,128,25,20,0.9283122359396709,32.6842999458313,0
549,1.0,15,128,25,20,0.9301408321609119,49.01591229438782,0
550,0.2,15,128,25,20,0.9401910273677274,28.469730854034424,1
551,0.5,15,128,25,20,0.9452386846482806,33.65890312194824,1
552,1.0,15,128,25,20,0.9442785154120642,48.885441064834595,1
553,0.2,15,128,30,5,0.9179064182624803,14.283651113510132,0
554,0.5,15,128,30,5,0.9190127966352233,16.750606775283813,0
555,1.0,15,128,30,5,0.9195115512612594,20.10056495666504,0
556,0.2,15,128,30,5,0.9209862093897013,14.359786033630371,1
557,0.5,15,128,30,5,0.9216458107563182,16.229925870895386,1
558,1.0,15,128,30,5,0.9231900763825323,20.30339002609253,1
559,0.2,15,128,30,10,0.9231659695438564,17.950550079345703,0
560,0.5,15,128,30,10,0.9234844024893714,23.382609844207764,0
561,1.0,15,128,30,10,0.9240894258009041,30.47888207435608,0
562,0.2,15,128,30,10,0.927224417295593,18.995524168014526,1
563,0.5,15,128,30,10,0.9264095362900698,22.528110027313232,1
564,1.0,15,128,30,10,0.9267491488915159,31.11905813217163,1
565,0.2,15,128,30,15,0.9234055514910909,21.835631132125854,0
566,0.5,15,128,30,15,0.9251531369202299,29.704435110092163,0
567,1.0,15,128,30,15,0.9259366529777617,42.0953848361969,0
568,0.2,15,128,30,15,0.9296702116996598,24.764297008514404,1
569,0.5,15,128,30,15,0.9314785440858321,30.469891786575317,1
570,1.0,15,128,30,15,0.9311015238195051,43.426684856414795,1
571,0.2,15,128,30,20,0.928142293408537,25.838649034500122,0
572,0.5,15,128,30,20,0.9292742766709599,37.38472032546997,0
573,1.0,15,128,30,20,0.9299535139492545,53.59428286552429,0
574,0.2,15,128,30,20,0.9325203521415812,28.97469687461853,1
575,0.5,15,128,30,20,0.9341353711613964,35.296228885650635,1
576,1.0,15,128,30,20,0.9345809887063532,54.132384061813354,1
577,0.2,30,16,5,5,0.9745601631943858,71.12114882469177,0
578,0.5,30,16,5,5,0.9728092426950793,71.73911595344543,0
579,1.0,30,16,5,5,0.9768821909520484,81.98793029785156,0
580,0.2,30,16,5,5,0.9723108341376491,90.65615487098694,1
581,0.5,30,16,5,5,0.9711487856778511,73.62433099746704,1
582,1.0,30,16,5,5,0.9772295821482337,128.9271469116211,1
583,0.2,30,16,5,10,0.979056489188733,132.44659733772278,0
584,0.5,30,16,5,10,0.9775737881402161,137.5777771472931,0
585,1.0,30,16,5,10,0.9796857535753738,163.2189929485321,0
586,0.2,30,16,5,10,0.9784186675382593,223.08450293540955,1
587,0.5,30,16,5,10,0.9793036836331775,170.97972679138184,1
588,1.0,30,16,5,10,0.9802610029321006,265.80335116386414,1
589,0.2,30,16,5,15,0.9797792290040909,199.0395700931549,0
590,0.5,30,16,5,15,0.9794875101743027,177.8048539161682,0
591,1.0,30,16,5,15,0.9805443279784808,251.61094784736633,0
592,0.2,30,16,5,15,0.9774238791199498,268.1644082069397,1
593,0.5,30,16,5,15,0.9781095154169759,228.4215211868286,1
594,1.0,30,16,5,15,0.980522615245444,384.55487394332886,1
595,0.2,30,16,5,20,0.9785005977429297,249.82119989395142,0
596,0.5,30,16,5,20,0.9788952534009003,255.4705491065979,0
597,1.0,30,16,5,20,0.9801327200432142,327.4048869609833,0
598,0.2,30,16,5,20,0.9786763449925131,399.41499185562134,1
599,0.5,30,16,5,20,0.9789081557130981,395.6776559352875,1
600,1.0,30,16,5,20,0.9807747203490872,504.89635038375854,1
601,0.2,30,16,25,5,0.9386272006804763,26.922726154327393,0
602,0.5,30,16,25,5,0.9398167256979519,39.1094708442688,0
603,1.0,30,16,25,5,0.9434240613921153,66.930104970932,0
604,0.2,30,16,25,5,0.9672031945240578,38.07181191444397,1
605,0.5,30,16,25,5,0.9626831277650211,44.20092821121216,1
606,1.0,30,16,25,5,0.9608448313979947,69.41951584815979,1
607,0.2,30,16,25,10,0.9628897763527675,44.30844593048096,0
608,0.5,30,16,25,10,0.9702412810331256,73.99865984916687,0
609,1.0,30,16,25,10,0.970187245315571,136.31819581985474,0
610,0.2,30,16,25,10,0.9732291351415943,60.416898012161255,1
611,0.5,30,16,25,10,0.9713432231915928,82.89429497718811,1
612,1.0,30,16,25,10,0.9730671754686033,139.3333899974823,1
613,0.2,30,16,25,15,0.9741074609079049,62.84643816947937,0
614,0.5,30,16,25,15,0.9730309731917492,108.65526223182678,0
615,1.0,30,16,25,15,0.9735970207162327,201.6255087852478,0
616,0.2,30,16,25,15,0.9725779203546625,81.82730507850647,1
617,0.5,30,16,25,15,0.9754693941448851,117.18791484832764,1
618,1.0,30,16,25,15,0.9761118164831817,205.20857191085815,1
619,0.2,30,16,25,20,0.9752365697675388,81.6834352016449,0
620,0.5,30,16,25,20,0.976386433145521,142.90378212928772,0
621,1.0,30,16,25,20,0.9759279396604243,270.28470611572266,0
622,0.2,30,16,25,20,0.9782094127746269,114.19243788719177,1
623,0.5,30,16,25,20,0.9770052887723927,153.07743096351624,1
624,1.0,30,16,25,20,0.9795502173086887,276.39170002937317,1
625,0.2,30,16,30,5,0.9379777691017358,25.99749779701233,0
626,0.5,30,16,30,5,0.9356753584195245,42.941569089889526,0
627,1.0,30,16,30,5,0.9368544235527214,69.1646728515625,0
628,0.2,30,16,30,5,0.9463876057245679,29.320156812667847,1
629,0.5,30,16,30,5,0.9602137668359285,45.42489004135132,1
630,1.0,30,16,30,5,0.9611378959956477,70.62530994415283,1
631,0.2,30,16,30,10,0.9666892333276037,43.301143169403076,0
632,0.5,30,16,30,10,0.9633547222275184,81.63823223114014,0
633,1.0,30,16,30,10,0.9642326954696835,137.8401918411255,0
634,0.2,30,16,30,10,0.9694490631658529,56.797614097595215,1
635,0.5,30,16,30,10,0.9739497653085382,79.6460268497467,1
636,1.0,30,16,30,10,0.9747130317894604,150.68894004821777,1
637,0.2,30,16,30,15,0.9716361644114053,59.35113024711609,0
638,0.5,30,16,30,15,0.9722919098562885,120.22220587730408,0
639,1.0,30,16,30,15,0.969352141623464,206.48046016693115,0
640,0.2,30,16,30,15,0.9734339277835404,79.44085311889648,1
641,0.5,30,16,30,15,0.9736430236514508,113.20227289199829,1
642,1.0,30,16,30,15,0.9767773088233926,216.53640913963318,1
643,0.2,30,16,30,20,0.9727424945691108,76.16409707069397,0
644,0.5,30,16,30,20,0.9739452032841088,156.45953011512756,0
645,1.0,30,16,30,20,0.9753753172800027,274.656259059906,0
646,0.2,30,16,30,20,0.9761658671405887,103.80743312835693,1
647,0.5,30,16,30,20,0.9770411967924842,144.92908596992493,1
648,1.0,30,16,30,20,0.9779202139181189,291.26244378089905,1
649,0.2,30,32,5,5,0.9735181886634008,42.331990003585815,0
650,0.5,30,32,5,5,0.971179220065748,43.75913691520691,0
651,1.0,30,32,5,5,0.9746769704042809,48.25683808326721,0
652,0.2,30,32,5,5,0.9750677940045559,66.72132205963135,1
653,0.5,30,32,5,5,0.9758949318666899,64.35476589202881,1
654,1.0,30,32,5,5,0.9773456609428444,77.26451992988586,1
655,0.2,30,32,5,10,0.9772442779261494,74.00998306274414,0
656,0.5,30,32,5,10,0.9744724598544712,70.92091107368469,0
657,1.0,30,32,5,10,0.9792296605105615,91.63414573669434,0
658,0.2,30,32,5,10,0.9776329487017876,108.38484501838684,1
659,0.5,30,32,5,10,0.9776283276518515,115.80125904083252,1
660,1.0,30,32,5,10,0.9797469926944486,117.671541929245,1
661,0.2,30,32,5,15,0.9788503641257819,100.90472030639648,0
662,0.5,30,32,5,15,0.9795010793688149,112.15320205688477,0
663,1.0,30,32,5,15,0.9796572978279126,136.8124463558197,0
664,0.2,30,32,5,15,0.9783150522156407,155.08486676216125,1
665,0.5,30,32,5,15,0.9799659332607361,158.07224082946777,1
666,1.0,30,32,5,15,0.980478384692397,209.96481585502625,1
667,0.2,30,32,5,20,0.97966964491623,147.13845872879028,0
668,0.5,30,32,5,20,0.9792794815590528,143.69077515602112,0
669,1.0,30,32,5,20,0.9799536311071043,180.68256998062134,0
670,0.2,30,32,5,20,0.9795679073631004,214.90908193588257,1
671,0.5,30,32,5,20,0.9796557812343365,214.05888104438782,1
672,1.0,30,32,5,20,0.9802888444353978,239.88468503952026,1
673,0.2,30,32,25,5,0.9319971242601126,19.692302703857422,0
674,0.5,30,32,25,5,0.929219820686589,26.57431697845459,0
675,1.0,30,32,25,5,0.9293918721523792,41.57578182220459,0
676,0.2,30,32,25,5,0.9421876631034426,25.318403959274292,1
677,0.5,30,32,25,5,0.945352942546587,28.86610198020935,1
678,1.0,30,32,25,5,0.9414735122410585,41.858367919921875,1
679,0.2,30,32,25,10,0.9589051777040154,30.11048126220703,0
680,0.5,30,32,25,10,0.9556675327895807,45.419710874557495,0
681,1.0,30,32,25,10,0.9574680865016681,78.86807894706726,0
682,0.2,30,32,25,10,0.9666090540856778,42.17437791824341,1
683,0.5,30,32,25,10,0.9694927425544236,46.959303855895996,1
684,1.0,30,32,25,10,0.9706159028078264,84.79043912887573,1
685,0.2,30,32,25,15,0.9672178060056755,41.47534704208374,0
686,0.5,30,32,25,15,0.9711150969456864,65.13870406150818,0
687,1.0,30,32,25,15,0.967633458598709,117.04742074012756,0
688,0.2,30,32,25,15,0.9735918419819357,56.985583782196045,1
689,0.5,30,32,25,15,0.974244628904646,72.56156778335571,1
690,1.0,30,32,25,15,0.9749512700821537,120.46130394935608,1
691,0.2,30,32,25,20,0.9730530850992681,52.28169226646423,0
692,0.5,30,32,25,20,0.9741187776795315,88.45730018615723,0
693,1.0,30,32,25,20,0.9751520524873792,165.47539687156677,0
694,0.2,30,32,25,20,0.9783634449640333,70.09669899940491,1
696,1.0,30,32,25,20,0.977049388465726,172.22158217430115,1
697,0.2,30,32,30,5,0.9272661130249973,20.65306806564331,0
699,1.0,30,32,30,5,0.9275844708482263,45.29670310020447,0
700,0.2,30,32,30,5,0.9329921655645461,23.54476809501648,1
702,1.0,30,32,30,5,0.9399253207278938,47.9936249256134,1
703,0.2,30,32,30,10,0.9462222247164869,30.50348997116089,0
705,1.0,30,32,30,10,0.9488490007867747,84.68305373191833,0
706,0.2,30,32,30,10,0.9717530562137783,39.15643095970154,1
708,1.0,30,32,30,10,0.96630570960353,89.38515496253967,1
709,0.2,30,32,30,15,0.9685830063674216,40.205825090408325,0
711,1.0,30,32,30,15,0.9660000420361532,122.86715006828308,0
712,0.2,30,32,30,15,0.9730959387268788,52.444599866867065,1
714,1.0,30,32,30,15,0.9731555457461286,132.8479311466217,1
715,0.2,30,32,30,20,0.9704581497167777,50.495469093322754,0
717,1.0,30,32,30,20,0.9732604614016338,163.01637601852417,0
718,0.2,30,32,30,20,0.9751049858272068,64.98072218894958,1
720,1.0,30,32,30,20,0.9758838432097939,172.43854212760925,1
721,0.2,30,64,5,5,0.9693774762149593,22.1043598651886,0
723,1.0,30,64,5,5,0.9696102900343472,31.06870722770691,0
724,0.2,30,64,5,5,0.9729418228598012,32.39580225944519,1
726,1.0,30,64,5,5,0.9768177315182079,40.07359719276428,1
727,0.2,30,64,5,10,0.9763879435866177,45.6944899559021,0
729,1.0,30,64,5,10,0.9776030641323014,57.283716917037964,0
730,0.2,30,64,5,10,0.9781693789001531,61.727715253829956,1
732,1.0,30,64,5,10,0.9793520223495596,77.84339880943298,1
733,0.2,30,64,5,15,0.9778635840378146,69.11382913589478,0
735,1.0,30,64,5,15,0.9799510927535691,81.12362813949585,0
736,0.2,30,64,5,15,0.9789089216367487,96.16188311576843,1
738,1.0,30,64,5,15,0.9799204625471349,126.5680890083313,1
739,0.2,30,64,5,20,0.9792489525518111,84.62929201126099,0
741,1.0,30,64,5,20,0.9799638123782736,107.07963919639587,0
742,0.2,30,64,5,20,0.9797439399051977,103.80259394645691,1
744,1.0,30,64,5,20,0.9794540649273199,159.82527685165405,1
745,0.2,30,64,25,5,0.9268660683582024,16.031010150909424,0
747,1.0,30,64,25,5,0.9266246503728539,29.26031494140625,0
748,0.2,30,64,25,5,0.9340607102511741,19.06624698638916,1
750,1.0,30,64,25,5,0.9335250050561776,30.191619873046875,1
751,0.2,30,64,25,10,0.9343185658436503,23.260522842407227,0
753,1.0,30,64,25,10,0.9357513344862396,53.48436713218689,0
754,0.2,30,64,25,10,0.9596080347488841,28.83311700820923,1
756,1.0,30,64,25,10,0.9656432066106904,54.91615080833435,1
757,0.2,30,64,25,15,0.9561935824246788,30.12102198600769,0
759,1.0,30,64,25,15,0.955018293661788,76.3510479927063,0
760,0.2,30,64,25,15,0.9710315876892543,39.500893115997314,1
762,1.0,30,64,25,15,0.9731837785676849,80.47734308242798,1
763,0.2,30,64,25,20,0.9663012334959346,36.4449200630188,0
765,1.0,30,64,25,20,0.9676278078910437,100.13728308677673,0
766,0.2,30,64,25,20,0.9739327693837468,45.14616894721985,1
768,1.0,30,64,25,20,0.9756465708688525,104.21371698379517,1
769,0.2,30,64,30,5,0.9250412182070219,16.972071170806885,0
771,1.0,30,64,30,5,0.9254535363588252,31.18396282196045,0
772,0.2,30,64,30,5,0.9281454592310141,19.365299224853516,1
774,1.0,30,64,30,5,0.9285352288938534,31.797157049179077,1
775,0.2,30,64,30,10,0.9351406217677858,23.832939863204956,0
777,1.0,30,64,30,10,0.9337645067269357,54.886250019073486,0
778,0.2,30,64,30,10,0.9492419956860195,28.74741506576538,1
780,1.0,30,64,30,10,0.9505265308090345,58.51471710205078,1
781,0.2,30,64,30,15,0.9409644360284289,30.975360870361328,0
783,1.0,30,64,30,15,0.9477150608603956,77.77762508392334,0
784,0.2,30,64,30,15,0.9685496980310505,37.620856046676636,1
786,1.0,30,64,30,15,0.9682111945836274,83.25546336174011,1
787,0.2,30,64,30,20,0.9641086600089938,36.97141408920288,0
789,1.0,30,64,30,20,0.9673046361467097,103.98582029342651,0
790,0.2,30,64,30,20,0.970240530035833,47.09540104866028,1
792,1.0,30,64,30,20,0.9736636078425669,111.3708131313324,1
793,0.2,30,128,5,5,0.9534795726599613,20.156574249267578,0
795,1.0,30,128,5,5,0.9508660982296525,22.819873094558716,0
796,0.2,30,128,5,5,0.9646665382536618,26.2379047870636,1
798,1.0,30,128,5,5,0.9681805374265118,27.007432222366333,1
799,0.2,30,128,5,10,0.9703479199494927,34.378082036972046,0
801,1.0,30,128,5,10,0.9739741411335556,39.95664596557617,0
802,0.2,30,128,5,10,0.9765372769892744,45.290351152420044,1
804,1.0,30,128,5,10,0.9772855918090492,58.10183000564575,1
805,0.2,30,128,5,15,0.9772132853373235,47.215842962265015,0
807,1.0,30,128,5,15,0.9788671868182715,58.86549663543701,0
808,0.2,30,128,5,15,0.9699470057906026,70.18017911911011,1
810,1.0,30,128,5,15,0.9767730276704762,83.60418200492859,1
811,0.2,30,128,5,20,0.9791602523403553,59.43474006652832,0
813,1.0,30,128,5,20,0.9798424759092339,73.583331823349,0
814,0.2,30,128,5,20,0.9749424422846227,85.92664098739624,1
816,1.0,30,128,5,20,0.9807515419464088,111.61166596412659,1
817,0.2,30,128,25,5,0.923865050429667,14.552107095718384,0
819,1.0,30,128,25,5,0.9238451970813861,24.29890203475952,0
820,0.2,30,128,25,5,0.9221203789302219,16.491944074630737,1
822,1.0,30,128,25,5,0.9284340491541807,24.494616985321045,1
823,0.2,30,128,25,10,0.929476982386049,20.18899393081665,0
825,1.0,30,128,25,10,0.930295712738453,41.4606819152832,0
826,0.2,30,128,25,10,0.9426625923058933,24.15904211997986,1
828,1.0,30,128,25,10,0.9404610011950321,41.89389705657959,1
829,0.2,30,128,25,15,0.9437253543623232,25.43396019935608,0
831,1.0,30,128,25,15,0.9435137279578159,58.9717960357666,0
832,0.2,30,128,25,15,0.9608322332324201,30.719309091567993,1
834,1.0,30,128,25,15,0.965890966361656,58.97411513328552,1
835,0.2,30,128,25,20,0.9411809601743516,31.01540517807007,0
837,1.0,30,128,25,20,0.9611506961234418,76.73458099365234,0
838,0.2,30,128,25,20,0.9664081103108423,39.10545802116394,1
840,1.0,30,128,25,20,0.967379560272219,77.55190014839172,1
841,0.2,30,128,30,5,0.9229969047642309,15.510408878326416,0
843,1.0,30,128,30,5,0.9230933839113865,26.113543033599854,0
844,0.2,30,128,30,5,0.9272977282893189,16.972559213638306,1
846,1.0,30,128,30,5,0.9275391844198387,26.71659278869629,1
847,0.2,30,128,30,10,0.928670836838977,20.994822025299072,0
849,1.0,30,128,30,10,0.929270708804504,43.83803176879883,0
850,0.2,30,128,30,10,0.937556076258689,22.935203075408936,1
852,1.0,30,128,30,10,0.9327460585626299,45.38744306564331,1
853,0.2,30,128,30,15,0.9319887973392555,26.48886513710022,0
855,1.0,30,128,30,15,0.9352124017084862,62.5444610118866,0
856,0.2,30,128,30,15,0.9463156018826436,30.208860158920288,1
858,1.0,30,128,30,15,0.9478735679278731,64.84958505630493,1
859,0.2,30,128,30,20,0.9434845242402023,32.3285551071167,0
861,1.0,30,128,30,20,0.936447258261836,82.77725005149841,0
862,0.2,30,128,30,20,0.9602735775167267,37.74214506149292,1
864,1.0,30,128,30,20,0.9649544210637955,83.98615097999573,1
865,0.2,60,16,5,5,0.9776631876524561,144.2293508052826,0
867,1.0,60,16,5,5,0.9790635890839167,159.79586815834045,0
868,0.2,60,16,5,5,0.979485177646755,225.46367621421814,1
870,1.0,60,16,5,5,0.9799530663301599,248.8089861869812,1
871,0.2,60,16,5,10,0.9793237181772456,247.8144371509552,0
873,1.0,60,16,5,10,0.9805507698972848,313.89922308921814,0
874,0.2,60,16,5,10,0.9789734510392939,436.902055978775,1
876,1.0,60,16,5,10,0.9791218486763901,471.85456109046936,1
877,0.2,60,16,5,15,0.9790377300035413,312.8625648021698,0
879,1.0,60,16,5,15,0.9800899546707313,480.6540012359619,0
880,0.2,60,16,5,15,0.9798608494366394,622.1302819252014,1
882,1.0,60,16,5,15,0.9798937805065866,774.1062471866608,1
883,0.2,60,16,5,20,0.9803582166150691,500.5341739654541,0
885,1.0,60,16,5,20,0.9797422678505545,641.8735330104828,0
886,0.2,60,16,5,20,0.9788462677311646,569.0679984092712,1
888,1.0,60,16,5,20,0.9795347257936002,1040.2879481315613,1
889,0.2,60,16,25,5,0.9657369516433701,41.63075399398804,0
891,1.0,60,16,25,5,0.9678099191233311,124.1880431175232,0
892,0.2,60,16,25,5,0.9723566982039678,63.043092012405396,1
894,1.0,60,16,25,5,0.9677763058212133,132.0006070137024,1
895,0.2,60,16,25,10,0.9715883466442211,76.00036787986755,0
897,1.0,60,16,25,10,0.9745897205811543,263.7807402610779,0
898,0.2,60,16,25,10,0.9730788457042291,100.7228479385376,1
900,1.0,60,16,25,10,0.976387166660665,255.99211502075195,1
901,0.2,60,16,25,15,0.9774501598673434,108.1675181388855,0
903,1.0,60,16,25,15,0.9776816729253492,401.5619568824768,0
904,0.2,60,16,25,15,0.9760336455137215,159.0557301044464,1
906,1.0,60,16,25,15,0.9788710994493801,404.0894458293915,1
907,0.2,60,16,25,20,0.9781541914027023,143.32249283790588,0
909,1.0,60,16,25,20,0.9790524103211414,540.0394361019135,0
910,0.2,60,16,25,20,0.9782066204657712,215.05368494987488,1
912,1.0,60,16,25,20,0.979631410746054,536.1456413269043,1
913,0.2,60,16,30,5,0.9623233715284464,39.279314041137695,0
