loss,r2,loss_test,r2_test
69418424.0,0.3575516802896864,1192612.25,0.9249779513592573
69256584.0,0.3902143912175682,1178905.0,0.9258402071062263
66351424.0,0.37479798979021806,1134404.75,0.9286395271038146
66536148.0,0.4119735145181954,1158713.125,0.9271103919247112
61397756.0,0.4939413259107227,1035696.1875,0.9348488522570781
58396284.0,0.5573985668787069,1004420.5,0.9368162637928276
54219696.0,0.6615164296944127,940570.5,0.9408327979695715
46144212.0,0.7699449881616542,833733.8125,0.9475534239703979
42912740.0,0.8701757290554843,869084.375,0.9453296746936417
26997980.0,0.922765172665748,583529.25,0.9632927108127873
32784884.0,0.947318689196003,727039.25,0.9542651235523092
22773292.0,0.9338028939551352,507512.125,0.9680746181720079
23887098.0,0.9526798658983097,548158.75,0.9655177148436564
28846558.0,0.9187692503753949,634784.0625,0.9600684912357625
