loss,r2,loss_test,r2_test
59176876.0,0.11631373293779212,13428588.0,0.15526587695652116
96586208.0,0.8013397101608657,3730593.0,0.7653246220484831
179996960.0,0.6678224673084703,6150209.5,0.6131170421909409
175111872.0,0.7184303139570873,5410770.5,0.6596319488252955
173118944.0,0.5799425052662753,7371454.5,0.5362938694994444
164075552.0,0.6559377745517516,6269150.5,0.6056350063559736
179916912.0,0.5468467793290666,7871146.0,0.5048604136172441
172985424.0,0.4355518929221869,9338756.0,0.4125394323054875
169076992.0,0.6217779111322386,6680223.5,0.5797761610398899
171837632.0,0.4074541241034658,9677049.0,0.39125892015524233
161387520.0,0.732456645182707,5204614.5,0.6726003216347582
169784736.0,0.6238861144722618,6623632.0,0.5833360915504164
141489856.0,0.6885671820949772,5703307.0,0.6412297091609852
141827232.0,0.6333809632898055,6347695.5,0.6006940452774543
163194720.0,0.617471193807945,6624818.5,0.5832614918990364
127026936.0,0.7594796659048041,4735886.5,0.7020859491522764
125050536.0,0.6998828189002864,5437811.5,0.6579309411865849
115431152.0,0.7649826552911059,4602497.0,0.7104769100315764
105568688.0,0.7931401220222195,4163909.0,0.7380665910169699
