loss,r2,loss_test,r2_test
325707392.0,0.9418502692623952,1188972.125,0.9252069339251621
187400720.0,0.9508315602774355,685848.3125,0.9568562621077569
168157248.0,0.9639328831138777,604354.875,0.9619826611634918
111866464.0,0.9773577427041034,450083.15625,0.9716872227068907
85890824.0,0.9815474752358937,346310.34375,0.97821512043814
131807848.0,0.9568517259197439,502888.09375,0.9683654976245623
130057856.0,0.9669095637701114,522612.3125,0.9671247311495332
76948160.0,0.9849785623542816,351726.6875,0.9778744018316853
96120856.0,0.9652071992399411,394283.5625,0.9751973344726035
75624056.0,0.9821226185631688,352225.34375,0.9778430352507319
86289912.0,0.9754146462718514,373229.59375,0.9765217474712293
